GEO_ID,GEO_ID_TRIMMED,Geographic_Area_Name,Estimate_B27015_001E,Margin of Error Total B27015_001M,"Under $25,000_B27015_002E","Under $25,000_B27015_002M","Under $25,000_B27015_003E_With health insurance coverage","Under $25,000_CoverageRate_With health insurance ",Margin of Error_B27015_003M_With health insurance coverage,"Under $25,000_B27015_004E_With health insurance coverage_With private health insurance","Under $25,000_B27015_004M_With health insurance coverage_With private health insurance","Under $25,000_B27015_005E_With health insurance coverage_With private health insurance","Under $25,000_B27015_005M_With health insurance coverage_With public coverage","Under $25,000_B27015_006E_No health insurance coverage","Under $25,000_B27015_006M_No health insurance coverage","$25,000 to $49,999_B27015_007E","$25,000 to $49,999_B27015_007M","$25,000 to $49,999_B27015_008E_With health insurance coverage","25,000 to $49,999_B27015_008M_With health insurance coverage","$25,000 to $49,999_B27015_009E_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_009M_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_010E_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_010M_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_011E_No health insurance coverage","$25,000 to $49,999_B27015_011M_No health insurance coverage","$50,000 to $74,999_B27015_012E","$50,000 to $74,999_B27015_012M","$50,000 to $74,999_B27015_013E_With health insurance coverage","$50,000 to $74,999_B27015_013M_With health insurance coverage","$50,000 to $74,999_B27015_014E_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_014M_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_015E_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_015M_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_016E_No health insurance coverage","$50,000 to $74,999_B27015_016M_No health insurance coverage"
1400000US42011010700,42011010700,"Census Tract 107, Berks County, Pennsylvania",7004,163,474,219,412,0.869198312,168,307,150,277,115,62,74,698,254,671,245,424,175,436,187,27,32,997,357,997,357,809,301,396,172,0,15
1400000US42011010801,42011010801,"Census Tract 108.01, Berks County, Pennsylvania",1887,157,77,37,77,1,37,59,33,73,36,0,10,289,93,257,88,202,78,186,67,32,20,359,164,355,162,311,153,86,58,4,6
1400000US42011010802,42011010802,"Census Tract 108.02, Berks County, Pennsylvania",9074,438,852,491,839,0.984741784,486,353,197,658,464,13,22,1513,533,1474,516,1224,498,494,218,39,49,1434,537,1402,536,1247,523,434,195,32,39
1400000US42011010902,42011010902,"Census Tract 109.02, Berks County, Pennsylvania",4087,25,780,392,712,0.912820513,375,241,150,528,285,68,65,687,269,676,265,516,235,400,181,11,17,872,275,806,242,702,217,292,130,66,76
1400000US42011010903,42011010903,"Census Tract 109.03, Berks County, Pennsylvania",5614,397,391,159,391,1,159,239,112,391,159,0,15,554,210,538,206,433,158,359,144,16,25,892,406,884,407,848,404,421,169,8,14
1400000US42011010904,42011010904,"Census Tract 109.04, Berks County, Pennsylvania",3827,250,206,141,206,1,141,85,50,174,136,0,10,434,204,434,204,324,143,281,111,0,10,725,258,664,241,584,226,279,103,61,56
1400000US42011010905,42011010905,"Census Tract 109.05, Berks County, Pennsylvania",4640,363,188,94,187,0.994680851,88,131,63,149,81,1,11,898,386,820,336,611,302,482,251,78,82,740,239,709,222,653,209,151,95,31,45
1400000US42011011000,42011011000,"Census Tract 110, Berks County, Pennsylvania",4347,281,285,102,285,1,102,192,96,212,76,0,10,890,300,811,262,566,176,510,221,79,82,808,251,784,242,568,184,330,187,24,23
1400000US42011011101,42011011101,"Census Tract 111.01, Berks County, Pennsylvania",1943,162,350,151,350,1,151,267,136,144,73,0,10,443,157,421,142,332,131,230,102,22,38,431,161,395,157,357,146,100,85,36,46
1400000US42011011102,42011011102,"Census Tract 111.02, Berks County, Pennsylvania",5485,222,101,58,101,1,58,70,48,101,58,0,15,691,224,674,222,449,178,495,144,17,27,642,229,642,229,476,212,387,175,0,15
1400000US42011011200,42011011200,"Census Tract 112, Berks County, Pennsylvania",3777,236,476,198,435,0.913865546,190,152,97,325,163,41,50,1102,363,1066,356,661,252,620,246,36,34,947,293,893,271,813,256,196,99,54,42
1400000US42011011300,42011011300,"Census Tract 113, Berks County, Pennsylvania",2794,19,216,168,170,0.787037037,133,37,29,165,134,46,45,783,254,590,193,335,124,426,165,193,94,549,234,549,234,447,209,208,73,0,10
1400000US42011011400,42011011400,"Census Tract 114, Berks County, Pennsylvania",5286,20,416,221,416,1,221,208,103,315,180,0,15,1383,381,1320,368,842,377,667,373,63,83,920,388,901,383,856,366,237,147,19,31
1400000US42011011500,42011011500,"Census Tract 115, Berks County, Pennsylvania",3010,22,185,101,185,1,101,119,58,142,94,0,10,514,194,461,162,341,109,243,116,53,63,760,306,600,247,511,250,130,107,160,155
1400000US42011011601,42011011601,"Census Tract 116.01, Berks County, Pennsylvania",4940,316,548,199,503,0.917883212,189,234,94,443,183,45,53,1213,414,1191,417,546,196,829,411,22,29,702,275,702,275,641,271,133,87,0,15
1400000US42011011602,42011011602,"Census Tract 116.02, Berks County, Pennsylvania",4167,311,78,47,70,0.897435897,43,31,29,70,43,8,12,546,199,515,177,398,145,307,115,31,37,864,235,837,234,772,219,238,94,27,29
1400000US42011011603,42011011603,"Census Tract 116.03, Berks County, Pennsylvania",6025,341,340,165,327,0.961764706,162,232,132,264,134,13,21,813,293,753,262,404,179,649,254,60,73,687,240,674,240,566,209,419,183,13,21
1400000US42011011701,42011011701,"Census Tract 117.01, Berks County, Pennsylvania",7374,38,233,141,190,0.815450644,112,128,85,148,100,43,84,940,402,859,371,554,242,617,310,81,77,1676,531,1519,485,1154,391,596,290,157,163
1400000US42011011702,42011011702,"Census Tract 117.02, Berks County, Pennsylvania",4689,31,300,165,300,1,165,144,81,272,157,0,10,386,128,330,114,254,104,195,88,56,57,858,252,840,250,773,236,166,87,18,21
1400000US42011011703,42011011703,"Census Tract 117.03, Berks County, Pennsylvania",4156,37,201,93,201,1,93,107,49,136,82,0,10,456,183,437,180,317,161,239,111,19,22,574,184,525,165,447,147,159,69,49,51
1400000US42011011800,42011011800,"Census Tract 118, Berks County, Pennsylvania",5131,18,373,130,373,1,130,157,80,298,109,0,15,963,276,929,265,703,233,523,235,34,43,846,305,805,301,706,278,238,111,41,68
1400000US42011011902,42011011902,"Census Tract 119.02, Berks County, Pennsylvania",3659,23,192,74,133,0.692708333,71,57,36,106,67,59,65,704,351,681,346,509,277,398,153,23,28,309,134,302,132,230,106,122,70,7,11
1400000US42011011903,42011011903,"Census Tract 119.03, Berks County, Pennsylvania",5030,234,91,44,75,0.824175824,40,30,26,62,34,16,23,488,189,424,163,284,137,229,113,64,87,356,146,345,143,275,128,127,77,11,18
1400000US42011011904,42011011904,"Census Tract 119.04, Berks County, Pennsylvania",7967,235,484,209,436,0.900826446,163,250,114,375,155,48,75,945,333,883,311,469,196,809,287,62,57,963,436,963,436,765,407,512,276,0,15
1400000US42011012001,42011012001,"Census Tract 120.01, Berks County, Pennsylvania",2375,198,296,116,285,0.962837838,116,175,95,226,82,11,18,559,214,445,155,254,109,233,119,114,129,451,146,451,146,399,131,231,105,0,10
1400000US42011012002,42011012002,"Census Tract 120.02, Berks County, Pennsylvania",9498,426,649,406,569,0.876733436,332,402,314,222,120,80,94,940,452,925,450,800,447,429,166,15,23,2070,559,2039,544,1687,424,1012,427,31,45
1400000US42011012101,42011012101,"Census Tract 121.01, Berks County, Pennsylvania",2022,106,259,81,236,0.911196911,74,112,39,218,70,23,18,273,96,269,96,160,51,170,90,4,5,458,115,423,110,329,81,141,61,35,33
1400000US42011012103,42011012103,"Census Tract 121.03, Berks County, Pennsylvania",2374,117,138,72,116,0.84057971,75,41,29,86,53,22,26,402,113,368,109,263,101,216,64,34,26,295,117,284,116,245,105,111,54,11,11
1400000US42011012104,42011012104,"Census Tract 121.04, Berks County, Pennsylvania",3048,311,325,166,318,0.978461538,166,150,74,296,162,7,10,378,160,369,156,204,93,316,152,9,13,386,171,347,151,224,97,157,81,39,40
1400000US42011012105,42011012105,"Census Tract 121.05, Berks County, Pennsylvania",8043,395,132,68,132,1,68,87,42,118,54,0,15,498,146,472,134,353,112,360,123,26,33,1356,425,1188,366,899,262,755,259,168,188
1400000US42011012200,42011012200,"Census Tract 122, Berks County, Pennsylvania",3205,81,537,210,520,0.968342644,214,189,156,380,162,17,21,672,214,618,199,343,157,424,133,54,72,584,236,573,233,438,227,177,91,11,16
1400000US42011012300,42011012300,"Census Tract 123, Berks County, Pennsylvania",4551,69,385,165,368,0.955844156,151,242,121,263,108,17,24,982,240,890,246,558,181,593,214,92,85,1079,293,1048,283,756,207,482,166,31,35
1400000US42011012400,42011012400,"Census Tract 124, Berks County, Pennsylvania",6643,325,659,324,579,0.878603945,284,348,234,435,203,80,83,982,326,919,309,588,226,586,200,63,60,1843,622,1653,605,1454,597,331,199,190,159
1400000US42011012500,42011012500,"Census Tract 125, Berks County, Pennsylvania",2117,169,304,124,298,0.980263158,123,120,57,273,120,6,9,361,138,354,137,188,98,233,98,7,11,452,163,436,162,318,125,193,89,16,13
1400000US42011012600,42011012600,"Census Tract 126, Berks County, Pennsylvania",2323,250,227,91,227,1,91,88,63,163,70,0,10,435,243,414,230,234,166,282,146,21,35,656,262,612,262,446,179,206,94,44,35
1400000US42011012700,42011012700,"Census Tract 127, Berks County, Pennsylvania",8755,355,450,164,405,0.9,167,217,117,374,162,45,73,1150,396,1137,398,774,325,793,282,13,21,2001,481,1972,479,1540,436,742,237,29,34
1400000US42011012800,42011012800,"Census Tract 128, Berks County, Pennsylvania",3900,20,265,108,250,0.943396226,104,147,70,216,100,15,17,1152,293,1113,298,686,248,620,247,39,48,919,313,895,313,788,279,334,182,24,24
1400000US42011012900,42011012900,"Census Tract 129, Berks County, Pennsylvania",7703,20,657,395,603,0.917808219,346,211,125,573,346,54,54,1072,285,896,249,546,173,612,214,176,125,1456,391,1440,385,1110,340,608,206,16,25
1400000US42011013000,42011013000,"Census Tract 130, Berks County, Pennsylvania",6749,58,598,204,556,0.929765886,196,452,173,531,196,42,39,944,245,892,249,632,187,653,215,52,83,1008,398,1008,398,936,399,476,243,0,15
1400000US42011013100,42011013100,"Census Tract 131, Berks County, Pennsylvania",5139,16,435,269,420,0.965517241,260,420,260,150,102,15,26,698,247,660,233,492,186,361,152,38,46,792,372,769,363,708,348,247,152,23,37
1400000US42011013200,42011013200,"Census Tract 132, Berks County, Pennsylvania",4012,66,776,309,762,0.981958763,307,360,96,662,308,14,21,715,159,699,157,449,129,492,154,16,17,708,273,673,265,583,256,277,150,35,34
1400000US42011013301,42011013301,"Census Tract 133.01, Berks County, Pennsylvania",2984,19,153,84,129,0.843137255,61,76,39,104,57,24,29,507,120,464,104,317,82,302,70,43,52,572,192,547,188,343,102,335,166,25,23
1400000US42011013302,42011013302,"Census Tract 133.02, Berks County, Pennsylvania",6516,248,471,169,441,0.936305732,157,227,121,356,133,30,27,1346,355,1249,324,896,239,883,303,97,89,1059,289,981,255,874,249,206,84,78,68
1400000US42011013401,42011013401,"Census Tract 134.01, Berks County, Pennsylvania",7916,32,480,205,417,0.86875,196,210,101,403,193,63,62,1095,443,970,420,524,239,734,380,125,101,1260,423,1196,415,1073,403,354,133,64,60
1400000US42011013402,42011013402,"Census Tract 134.02, Berks County, Pennsylvania",2986,128,113,31,113,1,31,60,22,100,31,0,10,396,89,369,82,281,67,227,62,27,22,479,129,442,108,342,64,196,85,37,30
1400000US42011013500,42011013500,"Census Tract 135, Berks County, Pennsylvania",12039,424,429,205,429,1,205,261,179,302,146,0,16,974,419,971,420,837,414,388,160,3,5,2852,794,2445,711,2066,664,832,302,407,412
1400000US42011013600,42011013600,"Census Tract 136, Berks County, Pennsylvania",4066,25,354,196,198,0.559322034,94,72,41,198,94,156,186,516,242,516,242,353,152,342,158,0,10,749,312,733,312,500,152,337,295,16,25
1400000US42011013701,42011013701,"Census Tract 137.01, Berks County, Pennsylvania",3556,19,243,118,226,0.930041152,118,123,95,139,75,17,20,661,238,488,192,375,146,291,133,173,131,825,285,733,249,602,201,289,148,92,71
1400000US42011013702,42011013702,"Census Tract 137.02, Berks County, Pennsylvania",3810,178,295,88,295,1,88,193,60,211,75,0,10,655,126,640,124,449,100,458,105,15,11,1076,198,1050,196,814,162,401,105,26,19
1400000US42011013800,42011013800,"Census Tract 138, Berks County, Pennsylvania",4356,29,492,150,430,0.87398374,140,257,70,385,139,62,72,680,215,659,210,440,150,444,164,21,23,995,295,886,228,744,199,323,109,109,128
1400000US42011013900,42011013900,"Census Tract 139, Berks County, Pennsylvania",7971,357,411,144,381,0.927007299,143,208,88,256,117,30,22,1241,298,1084,280,798,226,589,168,157,119,1588,316,1469,288,1235,282,569,132,119,71
1400000US42011014000,42011014000,"Census Tract 140, Berks County, Pennsylvania",4895,116,900,324,900,1,324,778,315,245,112,0,15,959,449,871,395,743,377,335,137,88,137,532,336,532,336,455,265,125,115,0,15
1400000US42011014100,42011014100,"Census Tract 141, Berks County, Pennsylvania",3680,677,431,202,284,0.658932715,118,205,94,169,94,147,165,747,269,628,242,506,197,321,156,119,101,735,240,641,208,532,196,296,132,94,73
1400000US42011014200,42011014200,"Census Tract 142, Berks County, Pennsylvania",7271,289,760,201,690,0.907894737,186,346,128,560,190,70,58,1176,283,1070,257,685,154,711,225,106,77,1666,411,1611,408,1303,318,590,196,55,47
1400000US42013010101,42013010101,"Census Tract 101.01, Blair County, Pennsylvania",4280,287,390,189,376,0.964102564,184,181,93,273,168,14,20,1371,339,1202,305,595,209,814,264,169,92,781,216,736,205,568,175,320,111,45,36
1400000US42013010102,42013010102,"Census Tract 101.02, Blair County, Pennsylvania",2772,150,759,227,724,0.953886693,234,318,129,515,190,35,33,717,260,682,256,382,149,466,225,35,43,787,239,716,219,631,210,159,69,71,61
1400000US42013010103,42013010103,"Census Tract 101.03, Blair County, Pennsylvania",2303,139,295,144,295,1,144,115,56,273,140,0,10,565,139,507,126,297,105,380,106,58,49,539,176,474,152,445,141,87,55,65,56
1400000US42013010401,42013010401,"Census Tract 104.01, Blair County, Pennsylvania",1618,92,165,41,153,0.927272727,38,100,28,128,38,12,11,422,105,417,105,297,90,205,78,5,5,413,101,400,103,351,96,123,45,13,15
1400000US42013010402,42013010402,"Census Tract 104.02, Blair County, Pennsylvania",6176,46,581,225,483,0.831325301,176,283,147,407,155,98,99,1370,408,1232,358,816,301,757,230,138,114,842,316,818,317,713,296,341,191,24,51
1400000US42013010500,42013010500,"Census Tract 105, Blair County, Pennsylvania",4554,374,474,189,453,0.955696203,186,188,84,408,181,21,24,764,213,684,191,520,155,489,157,80,72,965,372,916,366,607,215,464,222,49,43
1400000US42013010600,42013010600,"Census Tract 106, Blair County, Pennsylvania",2261,199,246,80,241,0.979674797,80,104,53,204,69,5,8,332,84,323,84,185,49,255,74,9,12,403,138,380,134,344,132,128,51,23,23
1400000US42013010700,42013010700,"Census Tract 107, Blair County, Pennsylvania",5896,385,1007,281,957,0.950347567,288,342,117,867,275,50,46,1112,390,1061,387,657,234,827,371,51,48,960,308,939,308,649,231,422,189,21,21
1400000US42013010800,42013010800,"Census Tract 108, Blair County, Pennsylvania",3243,168,418,71,384,0.918660287,71,147,38,352,70,34,26,737,144,637,127,401,84,409,99,100,56,597,126,565,109,423,81,242,77,32,27
1400000US42013010900,42013010900,"Census Tract 109, Blair County, Pennsylvania",7084,169,650,224,619,0.952307692,218,311,134,476,166,31,47,1178,364,1081,343,881,305,600,242,97,90,1053,405,1010,395,944,401,369,156,43,64
1400000US42013011001,42013011001,"Census Tract 110.01, Blair County, Pennsylvania",3652,214,338,124,307,0.908284024,123,110,53,264,116,31,35,956,252,888,240,507,146,612,176,68,53,962,231,930,228,806,219,332,105,32,23
1400000US42013011002,42013011002,"Census Tract 110.02, Blair County, Pennsylvania",3745,249,688,195,630,0.915697674,203,186,89,624,202,58,59,1108,332,1065,319,621,225,802,280,43,45,473,199,473,199,384,174,187,104,0,10
1400000US42013011100,42013011100,"Census Tract 111, Blair County, Pennsylvania",5775,226,575,265,502,0.873043478,225,364,208,434,221,73,97,1153,383,1139,383,865,335,622,224,14,15,951,371,839,356,683,354,384,169,112,138
1400000US42013011200,42013011200,"Census Tract 112, Blair County, Pennsylvania",5474,161,722,213,674,0.933518006,207,356,148,459,148,48,53,1270,436,1255,434,959,405,982,387,15,26,1092,372,1073,371,928,356,407,182,19,35
1400000US42013011300,42013011300,"Census Tract 113, Blair County, Pennsylvania",5587,268,656,149,587,0.894817073,136,283,90,502,120,69,51,1263,176,1145,173,713,123,754,131,118,58,1119,204,996,203,731,153,468,119,123,71
1400000US42013011400,42013011400,"Census Tract 114, Blair County, Pennsylvania",2526,183,373,146,306,0.820375335,128,78,48,259,125,67,72,568,136,560,135,368,102,333,104,8,11,479,151,453,137,378,117,150,63,26,26
1400000US42013011500,42013011500,"Census Tract 115, Blair County, Pennsylvania",5801,307,768,250,746,0.971354167,236,294,128,682,227,22,28,1359,369,1275,353,1013,304,710,242,84,117,996,263,964,259,757,216,500,167,32,42
1400000US42013011600,42013011600,"Census Tract 116, Blair County, Pennsylvania",3988,34,530,157,514,0.969811321,157,284,123,399,117,16,18,1319,378,1201,365,433,117,872,361,118,76,777,251,723,241,599,226,202,99,54,68
1400000US42013100200,42013100200,"Census Tract 1002, Blair County, Pennsylvania",2263,243,314,212,314,1,212,96,50,301,212,0,10,446,167,427,165,314,144,207,87,19,24,635,194,635,194,554,187,189,84,0,10
1400000US42013100300,42013100300,"Census Tract 1003, Blair County, Pennsylvania",3176,315,655,275,631,0.963358779,278,168,109,543,251,24,27,1239,273,1062,236,377,139,789,234,177,96,704,308,661,320,340,143,370,309,43,47
1400000US42013100400,42013100400,"Census Tract 1004, Blair County, Pennsylvania",1423,126,275,87,275,1,87,102,45,250,90,0,10,352,128,321,108,172,69,217,88,31,33,266,99,256,95,189,79,107,52,10,19
1400000US42013100500,42013100500,"Census Tract 1005, Blair County, Pennsylvania",3359,314,643,274,625,0.972006221,268,300,144,439,214,18,32,823,312,793,306,449,235,486,191,30,37,1024,398,975,369,636,267,621,312,49,54
1400000US42013100600,42013100600,"Census Tract 1006, Blair County, Pennsylvania",2281,218,580,248,519,0.894827586,231,216,118,452,213,61,53,493,202,486,201,402,203,219,85,7,14,576,187,576,187,469,150,130,110,0,10
1400000US42013100700,42013100700,"Census Tract 1007, Blair County, Pennsylvania",2415,187,1204,226,1177,0.977574751,223,253,110,1080,227,27,27,524,177,474,167,182,76,334,145,50,45,392,155,392,155,290,116,186,116,0,10
1400000US42013100800,42013100800,"Census Tract 1008, Blair County, Pennsylvania",1327,157,384,158,366,0.953125,156,285,142,112,87,18,13,149,60,149,60,130,56,59,38,0,10,277,84,267,81,235,74,147,59,10,14
1400000US42013100900,42013100900,"Census Tract 1009, Blair County, Pennsylvania",3845,319,554,235,554,1,235,334,205,315,144,0,10,992,261,928,253,708,221,413,129,64,53,868,284,842,281,658,231,282,152,26,26
1400000US42013101100,42013101100,"Census Tract 1011, Blair County, Pennsylvania",1527,133,220,82,209,0.95,81,106,62,172,71,11,18,360,147,349,152,163,60,246,121,11,18,220,84,215,83,169,69,104,44,5,7
1400000US42013101200,42013101200,"Census Tract 1012, Blair County, Pennsylvania",3817,187,746,228,746,1,228,288,101,647,226,0,10,901,335,874,333,453,137,705,298,27,33,816,287,816,287,691,264,260,108,0,10
1400000US42013101400,42013101400,"Census Tract 1014, Blair County, Pennsylvania",3558,341,917,273,887,0.967284624,278,184,96,824,270,30,29,1159,389,1084,378,479,130,798,337,75,63,653,249,597,226,397,159,278,130,56,49
1400000US42013101500,42013101500,"Census Tract 1015, Blair County, Pennsylvania",3322,222,545,178,527,0.966972477,176,224,138,440,153,18,20,833,196,811,185,484,127,573,184,22,27,398,126,390,125,342,130,202,76,8,13
1400000US42013101600,42013101600,"Census Tract 1016, Blair County, Pennsylvania",3157,249,911,276,833,0.914379802,269,128,58,822,270,78,51,1101,352,972,310,478,218,689,247,129,81,409,271,393,271,213,125,278,264,16,26
1400000US42013101700,42013101700,"Census Tract 1017, Blair County, Pennsylvania",3654,266,1180,308,1101,0.933050847,295,184,91,1038,302,79,72,951,346,939,343,696,276,427,178,12,16,642,314,633,313,533,256,173,114,9,14
1400000US42013101800,42013101800,"Census Tract 1018, Blair County, Pennsylvania",2594,259,490,204,421,0.859183673,181,125,57,388,174,69,77,863,317,851,315,324,94,697,314,12,18,629,225,603,219,496,180,209,91,26,26
1400000US42013101900,42013101900,"Census Tract 1019, Blair County, Pennsylvania",1400,125,1063,130,1063,1,130,220,81,1028,139,0,10,255,106,244,105,107,67,164,92,11,28,72,66,62,61,51,57,11,19,10,14
1400000US42015950100,42015950100,"Census Tract 9501, Bradford County, Pennsylvania",4013,162,421,88,396,0.940617577,83,171,54,326,62,25,15,750,150,655,137,401,81,410,120,95,43,1031,146,974,142,814,132,331,54,57,25
1400000US42015950200,42015950200,"Census Tract 9502, Bradford County, Pennsylvania",5090,260,700,114,612,0.874285714,105,233,55,520,95,88,54,1351,225,1204,214,752,157,708,147,147,58,1100,162,1029,158,858,129,444,119,71,40
1400000US42015950300,42015950300,"Census Tract 9503, Bradford County, Pennsylvania",5354,62,675,254,585,0.866666667,218,354,155,397,153,90,69,1812,511,1654,450,1017,352,905,411,158,115,1212,471,1056,464,926,451,347,175,156,198
1400000US42015950400,42015950400,"Census Tract 9504, Bradford County, Pennsylvania",3160,66,626,195,575,0.918530351,164,146,61,546,166,51,56,810,251,810,251,674,226,582,206,0,10,364,173,355,169,271,142,121,94,9,16
1400000US42015950500,42015950500,"Census Tract 9505, Bradford County, Pennsylvania",6127,198,767,272,733,0.955671447,272,241,120,644,253,34,35,1470,465,1395,457,1088,433,845,249,75,48,1400,357,1301,329,1082,316,461,171,99,85
1400000US42015950600,42015950600,"Census Tract 9506, Bradford County, Pennsylvania",4180,262,439,132,340,0.774487472,71,137,34,292,70,99,111,978,199,896,181,421,81,699,169,82,44,863,215,777,199,539,143,385,139,86,69
1400000US42015950700,42015950700,"Census Tract 9507, Bradford County, Pennsylvania",4347,207,739,147,696,0.941813261,142,301,97,527,128,43,27,1010,158,974,155,630,128,620,122,36,23,857,158,818,157,668,144,314,80,39,25
1400000US42015950800,42015950800,"Census Tract 9508, Bradford County, Pennsylvania",3709,243,442,102,384,0.868778281,90,186,60,312,87,58,32,822,140,778,134,443,90,506,101,44,31,819,180,736,167,624,141,233,71,83,64
1400000US42015950900,42015950900,"Census Tract 9509, Bradford County, Pennsylvania",5517,253,1019,181,954,0.936211973,175,286,84,812,157,65,29,1047,161,970,145,631,111,628,112,77,44,1073,164,1053,165,915,162,370,73,20,13
1400000US42015951000,42015951000,"Census Tract 9510, Bradford County, Pennsylvania",2842,19,554,216,397,0.716606498,166,127,75,369,172,157,131,929,302,837,282,566,235,396,186,92,66,474,181,474,181,367,144,172,137,0,10
1400000US42015951100,42015951100,"Census Tract 9511, Bradford County, Pennsylvania",2941,175,327,85,314,0.960244648,83,167,50,247,70,13,10,568,130,530,122,350,84,369,99,38,23,644,145,635,144,538,134,214,61,9,11
1400000US42015951200,42015951200,"Census Tract 9512, Bradford County, Pennsylvania",5272,203,707,132,638,0.902404526,124,234,60,535,114,69,33,1204,195,1087,174,742,140,610,109,117,68,1152,179,1096,171,831,148,440,106,56,23
1400000US42015951300,42015951300,"Census Tract 9513, Bradford County, Pennsylvania",3821,156,535,102,472,0.882242991,90,210,48,373,72,63,31,779,106,711,107,486,70,417,84,68,21,1024,139,895,121,723,108,316,60,129,63
1400000US42015951400,42015951400,"Census Tract 9514, Bradford County, Pennsylvania",3819,276,639,152,620,0.970266041,152,232,74,561,149,19,16,1194,265,881,200,640,175,413,112,313,193,852,207,790,202,722,194,258,95,62,40
1400000US42017100102,42017100102,"Census Tract 1001.02, Bucks County, Pennsylvania",2809,231,427,230,398,0.932084309,210,225,155,301,154,29,30,464,170,459,169,386,159,236,105,5,9,540,188,503,178,403,155,160,72,37,35
1400000US42017100103,42017100103,"Census Tract 1001.03, Bucks County, Pennsylvania",2411,260,296,110,264,0.891891892,110,91,68,226,107,32,39,393,200,393,200,334,200,81,62,0,10,623,256,582,234,324,128,286,185,41,53
1400000US42017100104,42017100104,"Census Tract 1001.04, Bucks County, Pennsylvania",4725,484,1220,472,1017,0.833606557,441,214,145,917,438,203,250,948,331,635,240,386,140,351,189,313,214,952,370,650,270,478,217,288,151,302,288
1400000US42017100105,42017100105,"Census Tract 1001.05, Bucks County, Pennsylvania",3029,247,441,335,351,0.795918367,228,204,127,230,211,90,121,521,215,442,157,318,120,317,136,79,91,619,245,593,235,534,232,149,75,26,43
1400000US42017100201,42017100201,"Census Tract 1002.01, Bucks County, Pennsylvania",4714,334,314,116,280,0.891719745,105,159,75,205,96,34,40,664,195,627,196,500,171,332,149,37,29,982,342,931,319,780,265,343,157,51,50
1400000US42017100206,42017100206,"Census Tract 1002.06, Bucks County, Pennsylvania",5239,291,158,85,147,0.930379747,82,90,49,65,67,11,17,877,300,718,222,491,166,397,172,159,118,865,226,821,226,651,194,315,134,44,57
1400000US42017100207,42017100207,"Census Tract 1002.07, Bucks County, Pennsylvania",4178,257,1041,247,1029,0.988472622,250,145,66,1020,249,12,18,610,211,610,211,427,188,347,127,0,10,696,213,639,182,360,110,368,118,57,51
1400000US42017100208,42017100208,"Census Tract 1002.08, Bucks County, Pennsylvania",5640,389,1282,385,1078,0.840873635,329,387,158,852,274,204,113,1495,506,1375,495,964,353,718,304,120,129,988,439,875,412,747,385,219,190,113,98
1400000US42017100209,42017100209,"Census Tract 1002.09, Bucks County, Pennsylvania",9409,508,766,378,720,0.939947781,328,421,221,446,209,46,74,1697,430,1611,423,1180,363,750,241,86,81,1635,560,1528,543,1403,524,325,156,107,79
1400000US42017100210,42017100210,"Census Tract 1002.10, Bucks County, Pennsylvania",7214,394,703,279,575,0.817923186,269,282,124,542,263,128,134,997,397,690,336,348,189,492,224,307,220,692,317,671,313,453,201,331,183,21,25
1400000US42017100211,42017100211,"Census Tract 1002.11, Bucks County, Pennsylvania",6934,464,431,385,349,0.80974478,265,94,67,349,265,82,126,1221,400,1208,399,894,365,536,159,13,20,623,265,623,265,501,270,259,97,0,15
1400000US42017100212,42017100212,"Census Tract 1002.12, Bucks County, Pennsylvania",3653,210,353,156,306,0.866855524,147,154,105,264,128,47,70,363,138,358,137,220,91,241,119,5,9,651,251,618,243,451,230,278,154,33,41
1400000US42017100302,42017100302,"Census Tract 1003.02, Bucks County, Pennsylvania",5019,322,644,242,525,0.815217391,201,209,101,447,188,119,94,629,233,588,228,390,138,323,163,41,36,1079,267,1019,238,835,222,302,128,60,60
1400000US42017100303,42017100303,"Census Tract 1003.03, Bucks County, Pennsylvania",4713,396,453,167,416,0.918322296,158,186,85,324,129,37,41,1127,343,959,295,513,204,569,245,168,137,682,353,669,341,574,322,225,119,13,20
1400000US42017100304,42017100304,"Census Tract 1003.04, Bucks County, Pennsylvania",2332,259,361,159,296,0.819944598,150,148,128,182,89,65,70,439,224,411,209,206,112,237,146,28,36,699,323,556,303,296,166,276,229,143,124
1400000US42017100306,42017100306,"Census Tract 1003.06, Bucks County, Pennsylvania",3443,356,353,150,310,0.878186969,135,242,116,182,89,43,43,759,287,652,243,459,221,320,167,107,94,806,219,717,206,466,169,425,159,89,65
1400000US42017100307,42017100307,"Census Tract 1003.07, Bucks County, Pennsylvania",4993,378,784,282,648,0.826530612,210,220,104,586,204,136,110,957,321,834,291,537,193,479,202,123,123,1087,322,1049,308,811,248,305,144,38,35
1400000US42017100401,42017100401,"Census Tract 1004.01, Bucks County, Pennsylvania",6277,513,724,289,673,0.929558011,260,475,214,534,214,51,63,1038,540,1000,531,640,323,604,412,38,42,1320,547,1292,546,1043,477,519,291,28,32
